Date,Price,Open,High,Low,Change %,Vol.
2020-12-24,177.36,177.36,177.36,177.36,0.16%,
2020-12-28,177.39,177.35,177.77,177.17,0.02%,195970
2020-12-29,177.70,177.60,177.75,177.52,0.17%,265000
2020-12-30,177.64,177.73,177.84,177.27,-0.03%,306910
2020-12-31,177.84,177.84,177.84,177.84,0.11%,
2021-01-04,178.12,177.78,178.37,177.52,0.16%,695840
2021-01-05,177.90,178.22,178.27,177.71,-0.12%,613780
2021-01-06,177.37,177.85,177.85,177.02,-0.30%,842160
2021-01-07,177.25,177.47,177.69,177.17,-0.07%,792790
2021-01-08,177.30,177.33,177.53,177.16,0.03%,542400
2021-01-11,176.93,177.28,177.55,176.84,-0.21%,739760
2021-01-12,176.44,176.83,176.87,176.34,-0.28%,904000
2021-01-13,177.36,176.84,177.60,176.72,0.52%,989430
2021-01-14,177.84,177.49,177.96,177.32,0.27%,748880
2021-01-15,177.66,177.65,177.94,177.50,-0.10%,547660
2021-01-18,177.37,177.71,177.81,177.24,-0.16%,432300
2021-01-19,177.40,177.31,177.45,177.10,0.02%,720920
2021-01-20,177.45,177.33,177.50,177.25,0.03%,506830
2021-01-21,176.80,177.41,177.56,176.74,-0.37%,860430
2021-01-22,177.16,176.76,177.27,176.63,0.20%,643500
2021-01-25,177.83,177.13,177.88,177.12,0.38%,675950
2021-01-26,177.52,177.82,177.96,177.45,-0.17%,617110
2021-01-27,177.79,177.56,178.12,177.39,0.15%,863820
2021-01-28,177.77,177.64,177.96,177.46,-0.01%,701490
2021-01-29,177.25,177.58,177.66,176.89,-0.29%,1150000
2021-02-01,177.22,177.36,177.42,176.97,-0.02%,635890
2021-02-02,176.75,177.13,177.23,176.63,-0.27%,876690
2021-02-03,176.47,176.60,176.70,176.35,-0.16%,761770
2021-02-04,176.32,176.35,176.57,176.10,-0.08%,848300
2021-02-05,176.17,176.28,176.48,175.63,-0.09%,977990
2021-02-08,176.12,175.96,176.23,175.61,-0.03%,643910
2021-02-09,176.21,176.10,176.36,175.92,0.05%,765000
2021-02-10,176.10,176.07,176.38,175.94,-0.06%,688200
2021-02-11,176.43,176.27,176.64,176.24,0.19%,656530
2021-02-12,175.97,176.39,176.53,175.77,-0.26%,758700
2021-02-15,175.23,175.65,175.70,175.15,-0.42%,670340
2021-02-16,174.80,175.24,175.45,174.49,-0.25%,1050000
2021-02-17,175.04,174.45,175.14,174.38,0.14%,1150000
2021-02-18,174.68,175.12,175.26,174.38,-0.21%,1020000
2021-02-19,174.18,174.64,174.70,173.98,-0.29%,944860
2021-02-22,174.72,173.95,175.02,173.58,0.31%,1270000
2021-02-23,174.35,174.57,174.65,173.82,-0.21%,1180000
2021-02-24,174.04,174.49,174.57,173.65,-0.18%,1150000
2021-02-25,173.06,174.21,174.25,172.08,-0.56%,1700000.00
2021-02-26,173.40,172.11,173.91,172.11,0.20%,1500000.00
2021-03-01,174.56,174.02,174.75,173.77,0.67%,1150000
2021-03-02,174.67,174.75,174.93,174.14,0.06%,1420000
2021-03-03,173.95,174.93,174.97,173.75,-0.41%,1440000
2021-03-04,174.27,173.79,174.51,173.71,0.18%,938860
2021-03-05,174.00,173.69,174.28,173.63,-0.15%,209170
2021-03-08,174.01,173.95,174.00,173.71,0.01%,15500
2021-03-09,171.23,170.93,171.70,170.83,-1.60%,740720
2021-03-10,171.32,171.38,171.53,171.07,0.05%,588850
2021-03-11,171.64,171.43,172.20,171.30,0.19%,986920
2021-03-12,171.12,171.62,171.65,171.05,-0.30%,733600
2021-03-15,171.78,171.32,171.87,171.20,0.39%,653500
2021-03-16,171.78,171.77,172.00,171.64,0.00%,689010
2021-03-17,171.08,171.68,171.80,170.98,-0.41%,817350
2021-03-18,170.72,171.44,171.47,170.52,-0.21%,960180
2021-03-19,171.22,170.96,171.43,170.93,0.29%,664880
2021-03-22,171.49,171.30,171.80,171.23,0.16%,584360
2021-03-23,171.92,171.54,172.17,171.42,0.25%,775980
2021-03-24,172.17,172.19,172.44,171.93,0.15%,700320
2021-03-25,172.58,172.30,172.66,172.15,0.24%,641250
2021-03-26,172.12,172.56,172.58,171.91,-0.27%,628460
2021-03-29,171.62,172.08,172.34,171.45,-0.29%,623820
2021-03-30,171.00,171.53,171.56,170.71,-0.36%,932150
2021-03-31,171.28,171.14,171.40,170.88,0.16%,771110
2021-04-01,171.83,171.10,171.86,171.07,0.32%,571200
2021-04-02,171.73,171.73,171.73,171.73,-0.06%,
2021-04-06,171.68,171.55,171.89,171.32,-0.03%,595430
2021-04-07,171.67,171.67,172.06,171.60,-0.01%,666400
2021-04-08,171.89,171.67,172.12,171.63,0.13%,573510
2021-04-09,171.37,171.98,172.07,171.15,-0.30%,734480
2021-04-12,171.30,171.25,171.87,171.23,-0.04%,664710
2021-04-13,171.26,171.22,171.54,170.98,-0.02%,852160
2021-04-14,170.87,171.57,171.62,170.66,-0.23%,748300
2021-04-15,171.33,170.66,171.52,170.60,0.27%,775720
2021-04-16,170.91,171.28,171.31,170.77,-0.25%,647840
2021-04-19,170.48,170.94,171.07,170.17,-0.25%,819390
2021-04-20,170.74,170.38,170.93,170.09,0.15%,820260
2021-04-21,170.88,170.82,171.12,170.61,0.08%,697040
2021-04-22,170.94,171.02,171.27,170.53,0.04%,845850
2021-04-23,170.83,171.02,171.13,170.67,-0.06%,617360
2021-04-26,170.83,170.75,170.95,170.46,0.00%,576130
2021-04-27,170.76,170.75,170.91,170.51,-0.04%,564460
2021-04-28,170.48,170.59,170.67,170.04,-0.16%,803040
2021-04-29,169.88,170.61,170.64,169.66,-0.35%,929250
2021-04-30,170.00,169.79,170.19,169.77,0.07%,746520
2021-05-03,170.16,169.98,170.34,169.47,0.09%,611310
2021-05-04,170.66,170.15,170.80,169.89,0.29%,877240
2021-05-05,170.47,170.62,170.64,170.20,-0.11%,705690
2021-05-06,170.59,170.57,170.88,170.23,0.07%,823070
2021-05-07,170.47,170.43,170.98,170.20,-0.07%,1000000.00
2021-05-10,170.29,170.18,170.32,169.97,-0.11%,561910
2021-05-11,169.45,170.13,170.25,169.39,-0.49%,997630
2021-05-12,168.94,169.42,169.77,168.83,-0.30%,964250
2021-05-13,168.89,168.80,169.08,168.59,-0.03%,801720
2021-05-14,168.98,169.02,169.21,168.77,0.05%,739610
2021-05-17,168.86,169.13,169.35,168.67,-0.07%,778720
2021-05-18,168.82,168.83,169.14,168.69,-0.02%,842700
2021-05-19,168.90,168.76,169.12,168.29,0.05%,1010000
2021-05-20,168.84,168.63,168.92,168.48,-0.04%,705690
2021-05-21,169.14,168.82,169.31,168.75,0.18%,770580
2021-05-24,169.32,169.18,169.41,169.02,0.11%,465550
2021-05-25,169.69,169.37,169.92,169.29,0.22%,819330
2021-05-26,170.29,169.88,170.40,169.69,0.35%,872000
2021-05-27,169.79,170.30,170.38,169.68,-0.29%,784830
2021-05-28,169.94,169.81,170.08,169.53,0.09%,731710
2021-05-31,169.94,169.87,170.08,169.48,0.00%,487140
2021-06-01,169.83,170.06,170.15,169.68,-0.06%,1180000
2021-06-02,170.15,169.92,170.20,169.88,0.19%,1330000
2021-06-03,169.94,170.17,170.20,169.81,-0.12%,1170000
2021-06-04,170.33,169.90,170.43,169.84,0.23%,753540
2021-06-07,170.12,170.29,170.40,170.05,-0.12%,156250
2021-06-08,170.23,170.15,170.35,170.09,0.06%,16190
2021-06-09,172.56,172.11,172.85,172.08,1.37%,715680
2021-06-10,172.53,172.55,172.88,171.97,-0.02%,796970
2021-06-11,172.88,172.87,173.16,172.79,0.20%,570970
2021-06-14,172.64,172.91,173.04,172.52,-0.14%,440450
2021-06-15,172.32,172.62,172.80,172.25,-0.19%,686030
2021-06-16,172.53,172.30,172.66,171.91,0.12%,555130
2021-06-17,172.44,171.97,172.70,171.80,-0.05%,802660
2021-06-18,172.60,172.47,172.88,172.36,0.09%,826460
2021-06-21,172.16,172.69,173.03,171.93,-0.25%,770500
2021-06-22,171.95,172.12,172.20,171.67,-0.12%,677710
2021-06-23,172.17,172.02,172.46,171.76,0.13%,686920
2021-06-24,172.33,172.21,172.39,171.88,0.09%,573160
2021-06-25,171.77,172.24,172.30,171.68,-0.32%,551490
2021-06-28,172.26,171.79,172.34,171.71,0.29%,496380
2021-06-29,172.07,172.25,172.33,171.86,-0.11%,666530
2021-06-30,172.61,172.13,172.74,171.98,0.31%,724060
2021-07-01,172.54,172.50,172.69,172.22,-0.04%,666570
2021-07-02,173.09,172.62,173.19,172.54,0.32%,692350
2021-07-05,172.70,173.12,173.18,172.65,-0.23%,344340
2021-07-06,173.60,172.72,173.65,172.49,0.52%,753360
2021-07-07,174.02,173.60,174.27,173.46,0.24%,782430
2021-07-08,174.34,174.16,174.77,174.09,0.18%,892130
2021-07-09,173.90,174.16,174.32,173.87,-0.25%,552530
2021-07-12,174.05,173.91,174.32,173.91,0.09%,456600
2021-07-13,174.12,174.05,174.31,173.70,0.04%,802450
2021-07-14,174.34,173.72,174.49,173.70,0.13%,612530
2021-07-15,174.58,174.55,174.90,174.45,0.14%,623770
2021-07-16,174.87,174.86,175.04,174.65,0.17%,451480
2021-07-19,175.52,175.15,175.72,175.02,0.37%,742940
2021-07-20,175.85,175.48,176.28,175.41,0.19%,912580
2021-07-21,175.53,175.77,176.11,175.41,-0.18%,755380
2021-07-22,175.94,175.54,176.15,175.24,0.23%,695780
2021-07-23,175.81,175.90,175.97,175.56,-0.07%,476080
2021-07-26,175.83,176.00,176.42,175.62,0.01%,541470
2021-07-27,176.26,175.88,176.37,175.82,0.24%,503700
2021-07-28,176.41,176.27,176.66,176.20,0.09%,628190
2021-07-29,176.44,176.57,176.67,176.03,0.02%,594920
2021-07-30,176.57,176.54,176.73,176.29,0.07%,584900
2021-08-02,176.82,176.55,177.07,176.35,0.14%,504550
2021-08-03,176.97,176.82,177.12,176.67,0.08%,459060
2021-08-04,176.94,177.01,177.52,176.85,-0.02%,661160
2021-08-05,177.29,177.16,177.61,177.05,0.20%,561190
2021-08-06,176.50,177.20,177.27,176.47,-0.45%,580950
2021-08-09,176.52,176.45,176.91,176.39,0.01%,405680
2021-08-10,176.59,176.60,176.95,176.41,0.04%,451130
2021-08-11,176.57,176.55,176.83,176.21,-0.01%,579580
2021-08-12,176.58,176.76,176.77,176.35,0.01%,416080
2021-08-13,176.64,176.52,176.80,176.29,0.03%,394180
2021-08-16,176.80,176.86,177.07,176.48,0.09%,468510
2021-08-17,176.80,176.75,177.24,176.68,0.00%,510270
2021-08-18,176.92,176.81,177.08,176.71,0.07%,430200
2021-08-19,177.04,177.01,177.24,176.86,0.07%,518030
2021-08-20,177.15,177.02,177.22,176.99,0.06%,318420
2021-08-23,176.89,177.10,177.16,176.56,-0.15%,507280
2021-08-24,176.83,176.93,177.08,176.66,-0.03%,518080
2021-08-25,175.98,176.77,176.87,175.91,-0.48%,811470
2021-08-26,175.93,175.91,176.14,175.71,-0.03%,736490
2021-08-27,175.99,175.86,176.11,175.66,0.03%,540730
2021-08-30,176.28,176.11,176.40,175.83,0.16%,387010
2021-08-31,175.45,176.46,176.48,175.34,-0.47%,996210
2021-09-01,175.23,175.35,175.50,174.98,-0.13%,1140000
2021-09-02,175.47,175.23,175.65,175.20,0.14%,1460000
2021-09-03,175.17,175.42,175.64,174.90,-0.17%,1170000
2021-09-06,175.25,175.09,175.27,174.90,0.05%,512630
2021-09-07,174.49,175.10,175.18,174.36,-0.43%,186560
2021-09-08,174.60,174.44,174.71,174.33,0.06%,9310
2021-09-09,172.28,171.69,172.48,171.59,-1.33%,763550
2021-09-10,171.88,172.44,172.46,171.71,-0.23%,521580
2021-09-13,171.80,171.71,171.92,171.62,-0.05%,418820
2021-09-14,171.91,171.70,172.12,171.33,0.06%,807830
2021-09-15,171.57,171.86,172.07,171.34,-0.20%,727410
2021-09-16,171.43,171.48,171.53,171.10,-0.08%,684750
2021-09-17,171.00,171.20,171.32,170.81,-0.25%,675360
2021-09-20,171.55,171.01,171.84,170.99,0.32%,702850
2021-09-21,171.74,171.70,171.96,171.27,0.11%,652920
2021-09-22,171.74,171.69,171.93,171.41,0.00%,584540
2021-09-23,170.70,171.67,171.72,170.60,-0.61%,905350
2021-09-24,170.30,170.59,170.62,170.14,-0.23%,803940
2021-09-27,170.17,170.33,170.68,169.73,-0.08%,786120
2021-09-28,169.86,170.25,170.31,169.48,-0.18%,943320
2021-09-29,170.15,169.65,170.32,169.61,0.17%,737210
2021-09-30,169.82,170.12,170.19,169.56,-0.19%,942180
2021-10-01,170.22,170.03,170.53,169.92,0.24%,781480
2021-10-04,170.11,170.45,170.55,169.92,-0.06%,604570
2021-10-05,169.66,170.17,170.39,169.64,-0.26%,704300
2021-10-06,169.65,169.63,169.91,169.12,-0.01%,923810
2021-10-07,169.71,169.53,170.00,169.40,0.04%,706340
2021-10-08,169.22,169.55,169.69,169.11,-0.29%,832290
2021-10-11,168.78,169.10,169.11,168.57,-0.26%,547630
2021-10-12,168.41,168.83,169.00,168.21,-0.22%,1070000
2021-10-13,168.94,168.34,169.12,168.31,0.31%,1130000
2021-10-14,169.65,168.86,169.92,168.64,0.42%,984020
2021-10-15,169.56,169.84,169.84,169.17,-0.05%,670470
2021-10-18,169.11,169.22,169.30,168.64,-0.27%,913620
2021-10-19,168.54,169.08,169.48,168.34,-0.34%,846460
2021-10-20,168.71,168.26,168.87,168.08,0.10%,678200
2021-10-21,168.25,168.50,168.80,167.92,-0.27%,722500
2021-10-22,168.28,167.90,168.55,167.84,0.02%,758780
2021-10-25,168.65,168.44,168.68,168.07,0.22%,583710
2021-10-26,168.69,168.56,168.97,168.40,0.02%,630950
2021-10-27,169.54,168.78,169.83,168.51,0.50%,958580
2021-10-28,169.06,169.61,169.65,168.29,-0.28%,1270000
2021-10-29,168.12,168.95,168.98,167.71,-0.56%,1350000
2021-11-01,168.15,168.18,168.56,167.69,0.02%,740860
2021-11-02,169.33,168.39,169.36,168.31,0.70%,875010
2021-11-03,169.34,169.25,169.70,168.98,0.01%,803100
2021-11-04,170.21,169.17,170.33,169.03,0.51%,894290
2021-11-05,171.07,170.16,171.24,170.06,0.51%,850910
2021-11-08,170.69,171.10,171.12,170.43,-0.22%,556850
2021-11-09,171.25,170.60,171.44,170.52,0.33%,709920
2021-11-10,170.69,171.26,171.38,170.27,-0.33%,843970
2021-11-11,170.42,170.41,170.87,170.21,-0.16%,582160
2021-11-12,170.85,170.50,171.07,170.32,0.25%,676530
2021-11-15,170.75,171.01,171.40,170.42,-0.06%,628910
2021-11-16,170.77,170.54,170.86,170.36,0.01%,618970
2021-11-17,170.77,170.62,170.97,170.55,0.00%,537000
2021-11-18,171.24,170.94,171.38,170.88,0.28%,640490
2021-11-19,172.32,171.21,172.42,171.00,0.63%,891760
2021-11-22,171.77,172.19,172.57,171.53,-0.32%,644230
2021-11-23,170.81,171.68,171.70,170.56,-0.56%,784690
2021-11-24,170.54,170.74,171.18,170.31,-0.16%,793130
2021-11-25,170.98,170.60,171.06,170.60,0.26%,349080
2021-11-26,172.34,171.19,172.46,171.14,0.80%,879090
2021-11-29,172.02,172.03,172.38,171.65,-0.19%,671180
2021-11-30,172.37,171.99,172.71,171.84,0.20%,1020000
2021-12-01,172.07,172.19,172.59,171.63,-0.17%,1050000
2021-12-02,172.75,172.47,173.06,172.12,0.40%,1420000
2021-12-03,172.77,172.83,173.14,172.41,0.01%,1120000
2021-12-06,172.91,172.92,173.01,172.60,0.08%,662450
2021-12-07,172.53,172.69,172.79,172.27,-0.22%,117810
2021-12-08,172.86,172.54,172.96,172.40,0.19%,8240
2021-12-09,174.19,173.59,174.31,173.44,0.77%,464440
2021-12-10,174.24,174.13,174.27,173.78,0.03%,448420
2021-12-13,174.68,173.91,174.70,173.89,0.25%,359930
2021-12-14,174.46,174.64,174.75,174.18,-0.13%,394660
2021-12-15,174.32,174.39,174.56,174.04,-0.08%,403490
2021-12-16,174.05,174.09,174.44,173.43,-0.15%,667660
2021-12-17,174.43,174.25,174.66,174.08,0.22%,405410
2021-12-20,174.42,174.74,174.94,174.09,-0.01%,403160
2021-12-21,173.31,174.23,174.44,173.23,-0.64%,476940
2021-12-22,173.14,173.47,173.52,172.77,-0.10%,362640
2021-12-23,172.43,173.17,173.19,172.28,-0.41%,371680
2021-12-24,172.54,172.54,172.54,172.54,0.06%,
2021-12-27,172.41,172.48,172.64,172.08,-0.08%,180060
2021-12-28,172.36,172.36,172.47,172.09,-0.03%,189530
2021-12-29,171.51,172.31,172.42,171.31,-0.49%,325490
2021-12-30,171.37,171.42,171.79,171.31,-0.08%,314730
2022-01-03,170.74,171.36,171.53,170.55,-0.37%,492410
2022-01-04,170.81,170.69,171.17,170.50,0.04%,717150
2022-01-05,170.75,170.75,170.93,170.53,-0.04%,639220
2022-01-06,170.34,170.53,170.61,169.95,-0.24%,762900
2022-01-07,170.00,170.45,170.53,169.88,-0.20%,613340
2022-01-10,169.96,169.96,170.21,169.71,-0.02%,679200
2022-01-11,169.79,169.92,170.20,169.57,-0.10%,771350
2022-01-12,170.22,169.87,170.51,169.74,0.25%,800920
2022-01-13,170.71,170.08,171.00,169.86,0.29%,722580
2022-01-14,170.08,170.83,170.95,169.87,-0.37%,708780
2022-01-17,169.65,169.80,169.92,169.53,-0.25%,377170
2022-01-18,169.57,169.67,169.81,169.31,-0.05%,737050
2022-01-19,169.38,169.30,169.54,168.95,-0.11%,772800
2022-01-20,169.74,169.28,169.94,169.21,0.21%,614300
2022-01-21,170.29,170.00,170.63,169.92,0.32%,704570
2022-01-24,170.87,170.23,171.07,170.10,0.34%,740080
2022-01-25,170.66,170.62,170.89,170.26,-0.12%,794720
2022-01-26,170.35,170.34,170.58,169.66,-0.18%,685630
2022-01-27,170.16,169.78,170.42,169.67,-0.11%,788200
2022-01-28,170.02,170.21,170.22,169.42,-0.08%,783920
2022-01-31,169.11,169.91,169.93,168.81,-0.54%,935280
2022-02-01,168.76,169.03,169.54,168.65,-0.21%,791630
2022-02-02,168.66,168.81,169.17,168.41,-0.06%,759460
2022-02-03,166.90,168.76,168.81,166.84,-1.04%,1310000
2022-02-04,166.02,166.89,167.00,165.72,-0.53%,1270000
2022-02-07,165.60,166.07,166.49,165.38,-0.25%,1080000
2022-02-08,165.18,165.71,166.11,165.03,-0.25%,1090000
2022-02-09,165.86,165.33,166.01,165.33,0.41%,870190
2022-02-10,164.94,165.80,165.96,164.37,-0.55%,1110000
2022-02-11,164.95,164.71,166.46,164.48,0.01%,965980
2022-02-14,165.23,165.89,166.38,164.95,0.17%,942670
2022-02-15,164.54,165.44,165.53,164.42,-0.42%,942120
2022-02-16,165.23,164.75,165.47,164.34,0.42%,805450
2022-02-17,165.84,165.35,166.08,165.14,0.37%,836750
2022-02-18,166.34,166.20,166.74,165.61,0.30%,678080
2022-02-21,166.26,166.77,166.97,165.80,-0.05%,633560
2022-02-22,165.70,166.92,167.17,165.16,-0.34%,1040000
2022-02-23,165.99,165.65,166.17,165.39,0.18%,764910
2022-02-24,166.93,166.18,168.01,166.01,0.57%,1190000
2022-02-25,166.15,166.63,167.20,165.87,-0.47%,853800
2022-02-28,167.04,167.03,168.00,166.25,0.54%,969080
2022-03-01,170.30,167.75,171.12,167.31,1.95%,1790000
2022-03-02,169.38,170.45,170.85,169.01,-0.54%,1500000.00
2022-03-03,169.20,169.55,169.75,168.46,-0.11%,1520000
2022-03-04,170.96,169.54,171.22,169.17,1.04%,926180
2022-03-07,169.90,171.35,171.66,169.61,-0.62%,155380
2022-03-08,168.49,169.71,170.12,168.23,-0.83%,10850
2022-03-09,163.58,164.96,165.29,163.38,-2.91%,850510
2022-03-10,162.78,163.63,164.43,162.02,-0.49%,961960
2022-03-11,162.44,162.94,163.20,162.01,-0.21%,647560
2022-03-14,161.21,162.46,162.73,161.14,-0.76%,605350
2022-03-15,161.97,161.34,162.05,160.90,0.47%,617480
2022-03-16,161.07,161.63,161.81,160.56,-0.56%,690100
2022-03-17,161.01,161.16,161.69,160.68,-0.04%,715290
2022-03-18,161.37,161.19,161.77,160.76,0.22%,490020
2022-03-21,160.30,161.26,161.34,159.77,-0.66%,526100
2022-03-22,159.43,159.99,159.99,159.07,-0.54%,790430
2022-03-23,159.80,159.39,160.31,159.06,0.23%,656780
2022-03-24,159.26,160.05,160.26,158.73,-0.34%,737860
2022-03-25,158.65,159.15,159.64,158.08,-0.38%,657960
2022-03-28,158.32,158.47,158.67,157.65,-0.21%,694000
2022-03-29,157.37,158.22,158.33,156.05,-0.60%,916300
2022-03-30,157.16,157.53,158.06,156.37,-0.13%,878660
2022-03-31,158.66,157.04,159.05,156.90,0.95%,999820
2022-04-01,158.35,158.55,158.89,157.71,-0.20%,816140
2022-04-04,159.10,158.50,159.79,158.12,0.47%,772120
2022-04-05,157.73,159.31,159.42,157.62,-0.86%,832870
2022-04-06,157.24,157.76,157.78,156.84,-0.31%,818430
2022-04-07,156.83,157.59,157.87,156.40,-0.26%,911680
2022-04-08,156.57,157.01,157.29,156.26,-0.17%,648080
2022-04-11,155.03,156.13,156.19,154.93,-0.98%,738450
2022-04-12,155.36,154.75,155.76,154.27,0.21%,820620
2022-04-13,155.86,155.10,155.91,154.51,0.32%,759540
2022-04-14,154.95,155.48,156.17,154.63,-0.58%,814990
2022-04-15,154.71,154.71,154.71,154.71,-0.15%,
2022-04-19,153.70,154.55,154.70,153.29,-0.65%,753450
2022-04-20,154.61,153.44,155.00,153.25,0.59%,773030
2022-04-21,153.80,154.57,154.66,153.28,-0.52%,852390
2022-04-22,153.25,153.47,153.92,153.05,-0.36%,732990
2022-04-25,154.89,153.14,155.26,153.11,1.07%,814830
2022-04-26,155.48,154.77,155.74,154.18,0.38%,786590
2022-04-27,155.46,155.45,155.83,154.82,-0.01%,779880
2022-04-28,154.15,155.35,156.00,154.02,-0.84%,961400
2022-04-29,153.59,154.44,154.69,153.43,-0.36%,979010
2022-05-02,153.49,153.61,154.19,153.23,-0.07%,421180
2022-05-03,153.67,153.34,154.10,152.66,0.12%,759380
2022-05-04,153.18,152.86,153.73,152.44,-0.32%,672880
2022-05-05,152.55,153.60,154.18,152.15,-0.41%,970860
2022-05-06,150.94,152.55,152.74,150.81,-1.06%,901940
2022-05-09,151.74,151.01,152.01,150.49,0.53%,778270
2022-05-10,152.95,151.93,153.17,151.50,0.80%,787780
2022-05-11,152.91,152.64,153.86,151.87,-0.03%,1020000
2022-05-12,154.76,153.85,155.33,153.61,1.21%,1060000
2022-05-13,153.76,155.06,155.12,153.65,-0.65%,653540
2022-05-16,154.03,153.88,154.20,152.99,0.18%,611240
2022-05-17,152.54,153.72,153.74,152.33,-0.97%,863000
2022-05-18,152.94,152.58,153.06,151.89,0.26%,942440
2022-05-19,153.88,153.07,154.45,152.48,0.61%,935720
2022-05-20,153.93,153.60,154.22,153.16,0.03%,676710
2022-05-23,153.11,153.82,154.11,152.85,-0.53%,772390
2022-05-24,153.94,153.10,153.98,152.77,0.54%,940980
2022-05-25,153.92,153.55,154.43,153.48,-0.01%,802670
2022-05-26,153.26,153.86,154.74,153.19,-0.43%,783650
2022-05-27,153.74,153.31,154.14,153.22,0.31%,629940
2022-05-30,152.65,153.48,153.52,152.36,-0.71%,638120
2022-05-31,151.57,152.50,152.89,151.34,-0.71%,1550000
2022-06-01,151.01,151.53,151.85,150.78,-0.37%,1830000
2022-06-02,150.26,150.99,151.09,150.06,-0.50%,1140000
2022-06-03,149.63,150.13,150.35,149.57,-0.42%,875620
2022-06-06,148.95,149.75,150.13,148.91,-0.45%,578360
2022-06-07,149.53,148.99,149.62,148.68,0.39%,131190
2022-06-08,148.94,149.48,149.60,148.68,-0.39%,793360
2022-06-09,147.80,148.69,149.43,147.32,-0.77%,1040000
2022-06-10,146.98,147.74,148.51,146.61,-0.55%,956290
2022-06-13,145.18,146.71,147.19,144.19,-1.22%,1100000.00
2022-06-14,143.59,144.65,145.58,142.29,-1.10%,1260000
2022-06-15,144.61,142.73,145.51,142.25,0.71%,1290000